id,created_at,text,likes,in reply to,retweeted,Subjectivity,Polarity,Analysis
1357735747613319173,2021-02-05 17:00:02,the view from the gondola in an image from new guccieyewear campaign which features oversize inspired sunglas ,499,,False,0.45454545454545453,0.13636363636363635,Positive
1357698378054967298,2021-02-05 14:31:32,gucci partners with  the app to personalize avatars and create imaginary worlds to enable user ,3285,,False,0.0,0.0,Neutral
1357373350587301893,2021-02-04 17:00:00,for the new guccieyewear campaign alessandromichele has imagined a ride in a traditional venetian gondola explo ,454,,False,0.6022727272727273,0.06818181818181818,Positive
1357305652100689921,2021-02-04 12:30:59,a tale of two cities nini appears in the new guccieyewear campaign imagining a venetian dream on the canals in ,558,,False,0.45454545454545453,0.13636363636363635,Positive
1357010971638722563,2021-02-03 17:00:02,spotted in the latest issue of harpersbazaarhk actress vivianhsu wears a gucciepilogue g jacquard wool blazer w ,375,,False,0.9,0.5,Positive
1356950570322518022,2021-02-03 13:00:01,loudoillon appears in ellekoreas december issue wearing a gucciepilogue look including denim pants with a gucci ,497,,False,0.0,0.0,Neutral
1356676487437500427,2021-02-02 18:50:55, who recently appeared in the gucciwinterinthepark campaign features in the latest issue of ,358,,False,0.575,0.25,Positive
1356225797066002432,2021-02-01 13:00:02,love in an expression and feeling seen in the limited edition guccilovelovelove zine shot by  now a ,430,,False,0.37142857142857144,0.2142857142857143,Positive
1355833204557578242,2021-01-31 11:00:00,banana split churros learn how to cook this dessert at home invented by karime lópez chef at michelinstarred res ,253,,False,0.0,0.0,Neutral
1355606710191157250,2021-01-30 20:00:00,shot in los angeles captures love for saint valentines day for the debut of guccilovelovelove zine ,510,,False,0.6,0.5,Positive
1355516121512767488,2021-01-30 14:00:02,celebrating the sunny optimism of love on saint valentines day with guccibeauty mascara lobscur for the ,445,,False,0.6,0.5,Positive
1355440615241240580,2021-01-30 09:00:00,tokens of love from the selection for saint valentines day a gg motif print scarf wallet and bags including ,771,,False,0.6,0.5,Positive
1355239873792397319,2021-01-29 19:42:19,fine guccijewlery crafted in gold the flora design featuring a flower in diamonds part of a selection for saint ,301,,False,0.5,0.4166666666666667,Positive
1355138626946916356,2021-01-29 13:00:00,s images for limited edition guccilovelovelove zine are inspired by rock n roll documentary p ,372,,False,0.07142857142857142,-0.03571428571428571,Negative
1354897036730986500,2021-01-28 21:00:00,guccibeauty gifts that represent love for saint valentines day appearing in the zine guccilovelovelove rouge à ,315,,False,0.6,0.5,Positive
1354836640318058500,2021-01-28 17:00:01,celebrating the playful nature of love a heart in honor of saint valentines day appearing on a shoulder bagthis ,949,,False,0.6,0.5,Positive
1354784504070754304,2021-01-28 13:32:51,to celebrate saint valentines day gucci has collaborated with photographer to create a limited edit ,598,,False,0.14285714285714285,-0.07142857142857142,Negative
1354480827086893072,2021-01-27 17:26:08,thenorthfacexgucci collection appears in a series of images created in collaboration with for a spin ,447,,False,0.0,0.0,Neutral
1354115635161178113,2021-01-26 17:15:00, appears on the s latest issue wearing a knitted gucciepilogue cardigan on his shoulders f ,453,,False,0.9,0.5,Positive
1353756546132537344,2021-01-25 17:28:06,dakotajohnson wore a gucciouverture allover sequin embroidered tulle dress with gold metallic leather sandals fo ,934,,False,0.0,0.0,Neutral
1353447482919849984,2021-01-24 21:00:00,part of guccis codes the double ring and bar design is one of the most distinctive elements among the house symbo ,1044,,False,0.25,0.25,Positive
1353387090751279104,2021-01-24 17:00:01,to be free and roam in nature within the city is the concept captured in gucciwinterinthepark a new campaign feat ,431,,False,0.6272727272727273,0.2681818181818182,Positive
1353326693641932803,2021-01-24 13:00:02,a good thing to do is take yourself for a walk in the park and pretend that youve got a dog captured in london ,518,,False,0.6000000000000001,0.7,Positive
1353085095947722753,2021-01-23 21:00:00,ive kind of been in my own world a moment of reconnection with nature gucciwinterinthepark features singerso ,456,,False,0.95,0.6,Positive
1353024699354107904,2021-01-23 17:00:00,classic elements combine on a timeless shade for the ggmarmont handbags part of guccibeloved lines dear to aless ,683,,False,0.16666666666666666,0.16666666666666666,Positive
1352964304073498624,2021-01-23 13:00:01,gucciwinterinthepark with singersongwriter captured in a peaceful setting by the lake wearing a dress fr ,432,,False,0.5,0.25,Positive
1352677414783000576,2021-01-22 18:00:01,in a city park full of fallen leaves actor carries a leather hobo bagredesigned by ,461,,False,0.55,0.35,Positive
1352667658374799361,2021-01-22 17:21:15,we had so many picnics just really spread out for gucciwinterinthepark actress is captured in t ,494,,False,0.35,0.35,Positive
1352565218027696129,2021-01-22 10:34:12,introducing gucciwinterinthepark featuring actor  the new campaign celebrates the freedom to roam ,486,,False,0.45454545454545453,0.13636363636363635,Positive
1352390520018972678,2021-01-21 23:00:00,new horsebit pumps slingbacks and boots have a contemporary vintage feeling with sculpted midheight block heels ,578,,False,0.3106060606060606,0.1515151515151515,Positive
1352330121609433089,2021-01-21 19:00:00,a hikinginspired backpack and rounded shoulder bag represent two contemporary silhouettes from the gucciophidia c ,374,,False,0.16666666666666666,0.16666666666666666,Positive
1352277174573690882,2021-01-21 15:29:37,gucciepilogue was created as a collection of timeless designs meant to last embodying that ideal ,369,,False,0.5333333333333333,0.45,Positive
1352224100413009922,2021-01-21 11:58:43,learn how to make empanadas with karime lópez chef at michelinstarred restaurant gucciosteria florence ,228,,False,0.0,0.0,Neutral
1351896312212553729,2021-01-20 14:16:12,in the guccibeauty fragrances campaign foreverguilty and are captured by the lens of ,1333,,False,0.0,0.0,Neutral
1351627700281212933,2021-01-19 20:28:50,seen in the latest  emmacorrin wears a gucciepilogue look including a striped shirt and gg argyle k ,470,,False,0.9,0.5,Positive
1351237036188069891,2021-01-18 18:36:28,presenting a collaboration project by avibecalledtech and inspired by thenorthfacexgucci collectio ,351,,False,0.0,0.0,Neutral
1351182398378147840,2021-01-18 14:59:22, features on s january cover story wearing thenorthfacexgucci the actressa face from th ,433,,False,0.0,0.0,Neutral
1351171262782046213,2021-01-18 14:15:07, appears in the february issue of wearing gucciepilogue and a disneyxgucci suitcase ,331,,False,0.0,0.0,Neutral
1350442682745819140,2021-01-16 14:00:00, wears the thenorthfacexgucci collection photographed by in joshua tree national park for thr ,662,,False,0.0,0.0,Neutral
1350125418309890057,2021-01-15 16:59:18,photographed by  wears pieces from thenorthfacexgucci collection the images appear in three ,735,,False,0.0,0.0,Neutral
1350029337303646208,2021-01-15 10:37:31,defined by its tiger head closure the guccidionysus shoulder bags take on a new vibrancy in white and black leath ,452,,False,0.295959595959596,-0.010101010101010102,Negative
1349992218250125312,2021-01-15 08:10:01, gucci is now in zepeto as a sneak preview of the official launch on february  weve released the latest gucci s,0,,False,0.9,0.5,Positive
1349763211961237506,2021-01-14 17:00:01,multiple house emblemsthe double g hardware and the house monogram canvascollide on these belts which come in a ,365,,False,0.0,0.0,Neutral
1349704112514998272,2021-01-14 13:05:11,the shoulder bag a mainstay of the house handbag collections with its defining hardware is int ,414,,False,0.0,0.0,Neutral
1349446117906284546,2021-01-13 20:00:00,based on an archival design originally created in the  the collection evolves with a new tote ,385,,False,0.6022727272727273,0.2556818181818182,Positive
1349340246580883458,2021-01-13 12:59:18,the gucciace sneaker with its streamlined shape and house web stripe detail is printed with a disney motif for t ,492,,False,0.0,0.0,Neutral
1349061945773719557,2021-01-12 18:33:26,a collection designed to discard the old rules of fashion and create pieces meant to be worn always and not just fo ,544,,False,0.2,0.1,Positive
1348680467256651778,2021-01-11 17:17:35,climbing in the joshua tree national park is wearing pieces from thenorthfacexgucci collection photog ,1102,,False,0.0,0.0,Neutral
1348373545492082688,2021-01-10 20:57:59,wenqi captured in beijing wearing thenorthfacexgucci vest disneyxgucci donald duck sweatshirt cotton shorts ,519,,False,0.0,0.0,Neutral
1348275521851895809,2021-01-10 14:28:28,aap rocky asaprocky spotted in new york city wearing a down bomber jacket with allover gg motif from the ,791,,False,0.3717171717171717,-0.009595959595959616,Negative
1347915544897474560,2021-01-09 14:38:03,discover thenorthfacexgucci collection in with avatar items designed from the lines tshirts hats ,619,,False,0.0,0.0,Neutral
1347668736652828672,2021-01-08 22:17:19,celebrating the spirit of exploration with thenorthfacexgucci designed by alssandromichele discover more ,744,,False,0.5,0.5,Positive
1347287826648412164,2021-01-07 21:03:43,images from thenorthfacexgucci documentary by seanvegezzi featuring the collection by alessandromichele who sa ,599,,False,0.0,0.0,Neutral
1346850758273150977,2021-01-06 16:06:58,an alternative lifestyle in the great outdoors where beauty and function necessarily coexist discover ,680,,False,0.875,0.4,Positive
1346797170960322560,2021-01-06 12:34:02,the wilderness of the mountains the natural power of landscape seen through the lens of seanvegezzi a preview o ,479,,False,0.4,0.1,Positive
1346456423689981953,2021-01-05 14:00:02,ready to explore from thenorthfacexgucci tent part of the collaboration collection between the two brands discov ,724,,False,0.5,0.2,Positive
1346223790498394117,2021-01-04 22:35:37,a color palette inspired by the and curated from s materials library distinguishes ,369,,False,0.0,0.0,Neutral
1346149518035791872,2021-01-04 17:40:30,inside thenorthfacexgucci collection backpacks containing econyla nylon fabric sourced from regenerated materia ,591,,False,0.0,0.0,Neutral
1345719064417722368,2021-01-03 13:10:01,hong kongs new gucciartwall features a mural of a giant thenorthfacexgucci logo layered over a vibrant pattern o ,1078,,False,0.5959595959595959,0.101010101010101,Positive
1345474870503755777,2021-01-02 20:59:41,the combined logo of s three curved lines and the greenredgreen gucci web stripe appear on the desi ,1447,,False,0.0,0.0,Neutral
1345354837358211073,2021-01-02 13:02:43,quilting on a down jacket defines the gucciartwall located in milan to celebrate thenorthfacexgucci collaboration ,1554,,False,0.2888888888888889,-0.15555555555555559,Negative
1345082701364293632,2021-01-01 19:01:21, and phoebe wallerbridge both wearing custom gucci for his new music video treat people with kindn ,33279,,False,0.45454545454545453,0.13636363636363635,Positive
1345027549701812224,2021-01-01 15:22:11,scenes from  treat people with kindness for his new music video the singer and actor who recently ,41315,,False,0.3522727272727273,0.06818181818181818,Positive
1344931368841617408,2021-01-01 09:00:00,happy new year from gucci guccigift alessandromichele ,823,,False,0.7272727272727273,0.4681818181818182,Positive
1344689779796045826,2020-12-31 17:00:01,best wishes for the new year to come guccigift alessandromichele ,599,,False,0.37727272727272726,0.5681818181818181,Positive
1344629379591233537,2020-12-31 13:00:00,the simple silhouette of the new ggmarmont blockheel sandals with double g hardware recalls ease and glamour ,372,,False,0.27056277056277056,0.04545454545454545,Positive
1344327391443763200,2020-12-30 17:00:01,for the holiday season yarneffect cufflinks tied together by the classic interlocking g discover more ,245,,False,0.3333333333333333,0.3333333333333333,Positive
1344266989846478848,2020-12-30 13:00:00,looking at evening wear from the guccigift collection including a velvet dress embellished with a butterfly motif ,352,,False,0.0,0.0,Neutral
1343965005666893826,2020-12-29 17:00:01,guccibeautys signature red shade is available in three formulas satin sheer and matte the starre ,364,,False,0.3833333333333333,0.13333333333333333,Positive
1343904606741532672,2020-12-29 13:00:01,festive gift ideas include the sneakers in silver gold and multicoloured sequins for the holiday ,421,,False,0.0,0.0,Neutral
1343874405839949826,2020-12-29 11:00:00,roblox players and recreated items from the guccigift collection discover the virtual ,4634,,False,0.0,0.0,Neutral
1343667122266845184,2020-12-28 21:16:20,learn how to make fresh shrimp wonton ramen with karime lópez chef de cuisine at michelinstarred restaurant ,216,,False,0.5,0.3,Positive
1343602616987602944,2020-12-28 17:00:01,featuring a steel case and matching bracelet the guccigrip watch is defined by a special blue enamel which allows ,263,,False,0.3357142857142857,0.17857142857142858,Positive
1343542214752874499,2020-12-28 13:00:00,perforated leather is embossed with the double g motif on a lineup including a mini messenger bag a pouch and a co ,336,,False,0.0,0.0,Neutral
1343300624054505472,2020-12-27 21:00:00,the new beautifying foundation with natural finish lilygavin appears in a new campaign designed to convey the joy ,319,,False,0.37727272727272726,0.2931818181818182,Positive
1343240224697102338,2020-12-27 17:00:00,in a playful film by maxsiedentopf that challenges the conventional makeup tutorial lilygavin is joined by models ,294,,False,0.35714285714285715,-0.14285714285714285,Negative
1343179826040025088,2020-12-27 13:00:00,the new beautifying foundation with natural finish debuting new foundation fluide de beauté fini naturel and p ,303,,False,0.43636363636363634,0.12424242424242422,Positive
1342958164589899778,2020-12-26 22:19:12,learn how to make northern italian half moon holiday cookies coated in vanilla bean infused sugar with mattia agaz ,264,,False,0.08333333333333333,-0.08333333333333333,Negative
1342832545348513794,2020-12-26 14:00:02,in wool jacquard in contrasting shades of blue and brown this reversible scarf is defined by the houses monogram ,638,,False,0.1,0.0,Neutral
1342515455169232896,2020-12-25 17:00:01,warm wishes for a peaceful holiday season by gucci guccigift alessandromichele ,678,,False,0.55,0.425,Positive
1342455058445828097,2020-12-25 13:00:02,from the guccigift collection a lineup of new cufflinks featuring the interlocking g detail discover more ,304,,False,0.4772727272727273,0.3181818181818182,Positive
1342213458196975616,2020-12-24 21:00:00,checking the map in the mountainsan image from thenorthfacexgucci campaign showcasing the collection designed by ,430,,False,0.0,0.0,Neutral
1342153062547410945,2020-12-24 17:00:00,captured in thenorthfacexgucci campaign shot in the alpsa hiking boot with a chunky goodyearwelted sole and the ,487,,False,0.25,0.0,Neutral
1342092665706459136,2020-12-24 13:00:01,hiking in the great outdoors with a backpack from thenorthfacexgucci collection constructed from fabric that incl ,408,,False,0.75,0.8,Positive
1341851073267392512,2020-12-23 21:00:00,printed backpacks from thenorthfacexgucci collectionalso constructed from econyl fabric a nylon sourced from re ,350,,False,0.0,0.0,Neutral
1341820126480490501,2020-12-23 18:57:02,coming soon on  thenorthfacexgucci ,7526,,False,0.0,0.0,Neutral
1341790672412684293,2020-12-23 17:00:00,up close with the unified logo of thenorthfacexgucci seen on a knitted hat from the collection in an image from t ,193,,False,0.0,0.0,Neutral
1341733478933684225,2020-12-23 13:12:44,seeking adventure in the alps in the campaign with the new collaboration between and gucci ,608,,False,0.45454545454545453,0.13636363636363635,Positive
1341488683904610308,2020-12-22 21:00:00,in the mountains with thenorthfacexgucci collection designed by alessandromichele for the campaign  ,339,,False,0.0,0.0,Neutral
1341428292532899841,2020-12-22 17:00:02,a group of hikers who camp by the lakes in a trip to the great outdoors are the protagonists of ,744,,False,0.75,0.8,Positive
1341376887424225280,2020-12-22 13:35:46,unveiling the thenorthfacexgucci collection by alessandromichele in a campaign shot in the alps and photographed ,230,,False,0.0,0.0,Neutral
1341141222895837189,2020-12-21 21:59:19,get festive with guccibeautys thealchemistsgarden haute perfumery line each scent can be magnified muted or fu ,321,,False,0.0,0.0,Neutral
1341012550952083457,2020-12-21 13:28:01,up close with the new guccibeauty special edition glitter lipsticks rouge à lèvres lunaison inspired by the holid ,301,,False,0.512987012987013,0.24675324675324675,Positive
1340726565643161600,2020-12-20 18:31:37,guccibeauty scents for the giving season gucci bloom eau de parfum and the new profumodifioria fragrance that u ,366,,False,0.45454545454545453,0.13636363636363635,Positive
1340371324515086337,2020-12-19 19:00:01,a play on texture and house emblems perforated leather is embossed with the double g logo on a mini messenger bag ,222,,False,0.0,0.0,Neutral
1340280726911119361,2020-12-19 13:00:01,lion heads and feline emblems intricately crafted and combined with pearls crystals and the gg logo appear on new ,283,,False,0.45454545454545453,0.13636363636363635,Positive
1340008938843070467,2020-12-18 19:00:01,gifts for the holidays featuring gg monogram embossed leather sneakers and slipons discover more ,263,,False,0.5,0.5,Positive
1339918340496756738,2020-12-18 13:00:01,the guccijewelry collections encompass house motifs including lion head emblems intricately crafted and combined ,308,,False,0.0,0.0,Neutral
1339870200158695429,2020-12-18 09:48:43,actor and playwright is a new advisory board member for  listen to him in the ,195,,False,0.45454545454545453,0.13636363636363635,Positive
1339692211521372164,2020-12-17 22:01:28,new advisory board member for   writer academic teacher and disability advocate ,161,,False,0.22727272727272727,0.06818181818181818,Positive
1339676748963860489,2020-12-17 21:00:01,made from recycled materials supporting guccis commitment to sustainability backpacks belt bags and ,287,,False,0.25,0.25,Positive
1339580344408760321,2020-12-17 14:36:56,imagined for the giving season new printed silk pocket squares featuring house motifs and festive patterns discov ,270,,False,0.45454545454545453,0.13636363636363635,Positive
1339248923723116550,2020-12-16 16:40:00,shot in diverse cities around the world the protagonists of guccigrip portray how sport can be inclusive while we ,354,,False,0.0,0.0,Neutral
1338951970300645376,2020-12-15 21:00:00,in chengdu china han chang song from the beijing film academy captures longboarder duoduo part of the ,262,,False,0.0,0.0,Neutral
1338886661250445314,2020-12-15 16:40:30,joyful portraits of action creativity and subculture the new guccigrip set of images show talents freestyling th ,385,,False,0.2772727272727273,0.11818181818181818,Positive
1338560708313829377,2020-12-14 19:05:16, hightop trainers are in silver and gold sequins for the holiday season discover more ,316,,False,0.5,0.5,Positive
1338474364828864515,2020-12-14 13:22:10,a baseball cap fedora and earmuffs are done in festive houndstooth red and green to reference the house web strip ,293,,False,0.15,-0.1,Negative
1338121500075823104,2020-12-13 14:00:01,for the festive season a wool scarf and hat incorporate multicolor stripes and a lamé fringe with the emblematic g ,329,,False,0.0,0.0,Neutral
1337834604841955328,2020-12-12 19:00:00,an unexpected guccigift the guccigrip watch features a clean streamlined design with three windows to display t ,276,,False,0.8500000000000001,0.23333333333333334,Positive
1337744008727191554,2020-12-12 13:00:00,celebrate the holiday season with the guccigift collection including sneakers slippers and boots featuring a fest ,351,,False,0.0,0.0,Neutral
1337472221854502913,2020-12-11 19:00:01,from the guccigift season designed by alessandromichele silk ties embellished with house motifs including the in ,236,,False,0.0,0.0,Neutral
1337451840473075713,2020-12-11 17:39:02, who recently appeared in an episode from the ouverture of something that never ended series wore ,32623,,False,0.25,0.0,Neutral
1337381623109705728,2020-12-11 13:00:00,for the giving season intricately designed often with subtle nods to the house the guccijewelry silver collectio ,281,,False,0.5,-0.3333333333333333,Negative
1337109829584744448,2020-12-10 19:00:00,gucciophidia is defined by gg monogram canvas and the house web stripe appearing on shoulder bags bucket bags an ,252,,False,0.0,0.0,Neutral
1337047205736304640,2020-12-10 14:51:09,the house debuts in from dec  where avatars sneakers can be customized with the s ,258,,False,0.0,0.0,Neutral
1337019234828750849,2020-12-10 13:00:00,from the guccigift collection the ggmarmont is a key collection for the house and includes pouches wallets and ,236,,False,1.0,0.0,Neutral
1336656845084139520,2020-12-09 13:00:00,special gifts for the season include a silk floral printed dress styled with oversize guccieyewear discover more ,320,,False,0.5357142857142857,0.4285714285714286,Positive
1336385057401917441,2020-12-08 19:00:01,the sneakershightops lowtops and sliponsare reimagined in houndstooth in the house web color ,312,,False,0.0,0.0,Neutral
1336294457176678400,2020-12-08 13:00:00,pink readytowear such as a wool tweed jacket and silk shirt evoke flamboyance for the festive season whil ,238,,False,0.4,-0.05,Negative
1336022665438457856,2020-12-07 19:00:00,gifts for the holidays include a wool scarf featuring the houndstooth motif presented as a striped design combined ,308,,False,0.0,0.0,Neutral
1335932069508222976,2020-12-07 13:00:00,interpreted using the colors of the house web the houndstooth motif is presented as a striped design that mixes wi ,274,,False,0.0,0.0,Neutral
1335584788221190144,2020-12-06 14:00:02,the ggmarmont shoulder bag defined by its chain strap and double g hardware comes in plaid comprised of the hous ,482,,False,0.0,0.0,Neutral
1335297891506610176,2020-12-05 19:00:00,guccidécor gifts for the home tasseled tweed cushions one done in houndstooth the other embroidered with a tig ,221,,False,0.375,-0.125,Negative
1335207297493164032,2020-12-05 13:00:01,for the gifting season the house monogram is embossed on perforated leather on a sizeable duffle bag equipped with ,265,,False,0.0,0.0,Neutral
1334961721304371200,2020-12-04 20:44:11,the global pandemic is not simply a health emergency it is also a child rights crisis has joined forces wi ,182,,False,0.17857142857142858,0.0,Neutral
1334935508280074242,2020-12-04 19:00:01,part of a curated selection of gifts the gucciophidia collection including a wallet and card case are embellished ,218,,False,0.0,0.0,Neutral
1334921758412038150,2020-12-04 18:05:23,did you know a  donation can provide a frontliner with a large first aid kit gucci has joined forces with ,175,,False,0.38095238095238093,0.23214285714285715,Positive
1334909498427920386,2020-12-04 17:16:40,gucci has pledged  to to procure and distribute the future covid vaccine from dec  gucc ,194,,False,0.125,0.0,Neutral
1334844910651011072,2020-12-04 13:00:01,the ggmarmont shoulder bag one of the key designs of the house defined by the double g hardware is reimagined i ,248,,False,0.5,0.0,Neutral
1334621486003482625,2020-12-03 22:12:12,gucci supports renaissance tv s new online platform to showcase artists and their projects launching on ,192,,False,0.45454545454545453,0.13636363636363635,Positive
1334573119105863680,2020-12-03 19:00:01,gifts for the festive season a silk neck bow with interlocking g print pay a new and vibrant homage to guccis roo ,254,,False,0.3939393939393939,0.1515151515151515,Positive
1334485614457184257,2020-12-03 13:12:18,from the guccigift collection an allover gg trench coat worn with a silk twill scarf and oversize guccieyewear ,297,,False,0.0,0.0,Neutral
1334210731118628869,2020-12-02 19:00:01,for the holidays the gucciophidia backpack and messenger bag combine classic house motifs including the gg canvas ,359,,False,0.16666666666666666,0.16666666666666666,Positive
1334120133682315264,2020-12-02 13:00:01,a classic guccigift the guccidionysus collection defined by the tiger head closurea unique detail referencing ,302,,False,0.5833333333333334,0.2708333333333333,Positive
1333847662332932098,2020-12-01 18:57:19,originally designed in the  the hobo bag has been brought back to the forefront in a range of ,391,,False,0.375,0.1875,Positive
1333757746332659712,2020-12-01 13:00:01,for the holiday season contrast colour jacquard wool silk scarves bearing the oversized gg logo discover more ,335,,False,0.5,0.5,Positive
1333485953588080644,2020-11-30 19:00:00,houndstooth the classic sartorial pattern is reimagined in house red and green on a range of accessories includi ,307,,False,0.15555555555555556,-0.011111111111111118,Negative
1333395355220762626,2020-11-30 13:00:00,elevated in yellow gold with an aged finish the interlocking g defines a new guccijewelry collection of cuff link ,439,,False,0.28484848484848485,0.012121212121212116,Positive
1333048068120469506,2020-11-29 14:00:00,holiday retro style knits in zig zag wool jacquard a crewneck sweater and cardigan in vibrant colors discover mor ,591,,False,0.3333333333333333,0.16666666666666666,Positive
1332761180629311489,2020-11-28 19:00:01,from a curated selection of gifts a mini messenger bag with matching wallets featuring the gg m ,449,,False,0.0,0.0,Neutral
1332670581502832645,2020-11-28 13:00:01,the unifies its original details with a contemporary spirit highlighting the horsebit hardware ,346,,False,0.4583333333333333,0.2708333333333333,Positive
1332428985880498180,2020-11-27 21:00:00,crafted from silk the ggmarmont bucket bag shape is presented in a miniature format with an allover sequin embroi ,424,,False,0.0,0.0,Neutral
1332368588682870786,2020-11-27 17:00:00,a special guccigift for the holiday season the new guccigrip watch features a steel case and matching bracelet ,224,,False,0.512987012987013,0.24675324675324675,Positive
1332287562992463873,2020-11-27 11:38:02,for the gifting season a ggmarmont with shining sequins against a silk base the shoulder bag is embellished by t ,348,,False,1.0,-0.8,Negative
1332066597935071233,2020-11-26 21:00:00,worn with festive looks the ggmarmont shoulder bag one of the key designs of the house is embellished with mult ,361,,False,1.0,0.0,Neutral
1332006210091048961,2020-11-26 17:00:02,from the new guccigift collection leather loafers with an elongated toe and horsebit hardware come in a range of ,430,,False,0.45454545454545453,0.13636363636363635,Positive
1331945806178390017,2020-11-26 13:00:01,up close with new ggmarmont bucket bags featuring the gg hardware in a variety of multicoloured sequins on a sil ,309,,False,0.45454545454545453,0.13636363636363635,Positive
1331704210090463233,2020-11-25 21:00:00,the ggmarmont shoulder bag defined by gghardware comes in silver sequins on silk as part of the guccigift colle ,424,,False,0.0,0.0,Neutral
1331643815946489863,2020-11-25 17:00:01,interpreted using the colors of the house webstripe the houndstooth design mixes with the gg monogram on a silk ti ,295,,False,0.0,0.0,Neutral
1331583415607554050,2020-11-25 13:00:00,holiday gifts of slippers crafted with the house colors from the web stripe motif are reimagined as a houndstooth ,357,,False,0.0,0.0,Neutral
1331356922201710598,2020-11-24 22:00:00,color and texture combine on a singlebreasted jacket cut in gold cotton silk with gg diagonal detailing worn with ,331,,False,0.0,0.0,Neutral
1331296528175046656,2020-11-24 18:00:01,in the spirit of the festive season house accessories including headbands are reimagined in shiny sequins discove ,233,,False,0.0,0.0,Neutral
1331236544733192194,2020-11-24 14:01:40,gifts for the holidays featuring the colours of the house web integrated into a striped houndstooth design on a new ,296,,False,0.45454545454545453,0.13636363636363635,Positive
1331214072067534849,2020-11-24 12:32:22,gucci would like to thank you for more than million views of ouverture of something that never ended the p ,450,,False,0.5,0.5,Positive
1330979436662026241,2020-11-23 21:00:00,guccifest debuted a series of fashion films celebrating the works of independent designers including jordanluca ,242,,False,0.125,0.0,Neutral
1330949235882168320,2020-11-23 19:00:00,proudly supported by the house emerging designers were selected by creative director alessandromichele to showcas ,360,,False,1.0,0.65,Positive
1330926719075807235,2020-11-23 17:30:31,part of guccifest short films featuring the work of emerging designers screened daily proudly supported by ,230,,False,0.43333333333333335,0.26666666666666666,Positive
1330921348542193666,2020-11-23 17:09:11,screening alongside the ouverture of something that never ended miniseries guccifest debuted a series of fashio ,232,,False,0.0,0.0,Neutral
1330905307606822913,2020-11-23 16:05:27,bags from ouverture of something that never ended in suede and in natural straw the ,465,,False,0.4,0.1,Positive
1330894405931331586,2020-11-23 15:22:07,a new design by alessandromichele the guccibasket high top sneaker features fluorescent details seen in the min ,326,,False,0.4981818181818181,0.26545454545454544,Positive
1330831110205546499,2020-11-23 11:10:36,slingbacks crafted in a matellasé fabric leather loafers with the horsebit detail and new sneakers including the ,354,,False,0.45454545454545453,0.13636363636363635,Positive
1330632147078582273,2020-11-22 22:00:00,for his cameo appearance in episode  gusvansant is dressed in a windowpane suit with a silk shirt and tie more ,297,,False,0.5,0.5,Positive
1330617047844270086,2020-11-22 21:00:00,in the seventh episode luhan wears a blouson with interlocking g patch detail silk shirt jogging short pants o ,2019,,False,0.3,0.0,Neutral
1330601949822119941,2020-11-22 20:00:00,silviacalderonis look in the last episode is from the mens ouverture of something that never ended collection ,320,,False,0.06666666666666667,0.0,Neutral
1330511356383137792,2020-11-22 14:00:01,a gallery of images captured by photographer paigepowell on set for a nightly walk the final episode from ouve ,350,,False,1.0,0.0,Neutral
1330482138244931589,2020-11-22 12:03:55,appearing in the seventh and final episode from ouverture of something that never ended luhan watch a nightly ,1255,,False,1.0,0.0,Neutral
1330435852544090114,2020-11-22 09:00:00,photographed by paigepowell directors gusvansant and alessandromichele on set for ouverture of something that ,304,,False,0.0,0.0,Neutral
1330420756619153410,2020-11-22 08:00:01,in the final episode we follow silvia as she wanders the phantasmagoric streets of rome at night episode a nig ,314,,False,0.55,0.0,Neutral
1330307507722485760,2020-11-22 00:30:00,several of the characters inside the vintage stop try on looks from the ouverture of something that never ended c ,350,,False,0.0,0.0,Neutral
1330292407557103617,2020-11-21 23:30:00,s look for episode featured a ruffled sleeve plissé dress with a flounced collar and a broad b ,713,,False,0.3125,0.0625,Positive
1330277309446668289,2020-11-21 22:30:00,new looks revealed in episode including eco denim washed shorts a printed tshirt with the year  and the ba ,473,,False,0.45454545454545453,0.13636363636363635,Positive
1330259876900122626,2020-11-21 21:20:44, and gusvansant silviacalderoni and other members of the cast captured by paigepowell follow ,453,,False,0.375,-0.125,Negative
1330194262894333952,2020-11-21 17:00:00,singer songwriter writes in a notebook inside the vintage shop for episode from ouverture of so ,402,,False,0.0,0.0,Neutral
1330133867764838400,2020-11-21 13:00:01,directors gusvansant and alessandromichele on set for ouverture of something that never ended photography by p ,286,,False,0.0,0.0,Neutral
1330103668708941825,2020-11-21 11:00:01,walking in rome silvia comes across a neon gucci sign in the window of a vintage store episode at the vintage ,267,,False,0.0,0.0,Neutral
1330073472857378816,2020-11-21 09:00:02,part of the cast of the fifth episode artist arianapapademetropouloswho also featured in the guccimémoire dune ,238,,False,0.0,0.0,Neutral
1330043274300583936,2020-11-21 07:00:02, wearing a look from the new collection revealed in a video shot for the film series featuring her ,1786,,False,0.45454545454545453,0.13636363636363635,Positive
1329952672661827586,2020-11-21 01:00:01,for episode the neighbours silviacalderoni wore a transparent chiffon dress with lace and flower details cap ,376,,False,0.0,0.0,Neutral
1329937570789289985,2020-11-21 00:00:00,backstage moments photographed on set by paigepowell from the neighbours episode of the part series ouvert ,319,,False,0.0,0.0,Neutral
